"Datum Beginn";"Datum Ende";"Wochentag";"Beginn";"Ende";"Raum";"Ereignis";"Fach";"Dozent";"Bereich";"Standort";"ID"
"23.11.2023";"23.11.2023";"Do";"18:20";"19:05";"407";"TS TSM 2302 A 02";"Mathematik";"Christoph Kündig";"JTE";"Lagerstrasse 102";"910391"
"23.11.2023";"23.11.2023";"Do";"19:10";"19:55";"407";"TS TSM 2302 A 02";"Mathematik";"Christoph Kündig";"JTE";"Lagerstrasse 102";"910393"
"23.11.2023";"23.11.2023";"Do";"20:05";"20:50";"407";"TS TSM 2302 A 02";"Mathematik";"Christoph Kündig";"JTE";"Lagerstrasse 102";"910395"
"23.11.2023";"23.11.2023";"Do";"20:55";"21:40";"407";"TS TSM 2302 A 02";"Mathematik";"Christoph Kündig";"JTE";"Lagerstrasse 102";"910397"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"407";"TS TSM 2302 A 02";"Deutsch";"Christian Walser";"JTE";"Lagerstrasse 102";"977094"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"407";"TS TSM 2302 A 02";"Deutsch";"Christian Walser";"JTE";"Lagerstrasse 102";"977095"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"407";"TS TSM 2302 A 02";"Deutsch";"Christian Walser";"JTE";"Lagerstrasse 102";"977096"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"407";"TS TSM 2302 A 02";"Deutsch";"Christian Walser";"JTE";"Lagerstrasse 102";"977097"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"304";"TS TSM 2302 A 02";"Werkstoffkunde";"Samuel Vogel";"JTE";"Lagerstrasse 102";"910839"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"304";"TS TSM 2302 A 02";"Werkstoffkunde";"Samuel Vogel";"JTE";"Lagerstrasse 102";"910841"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"304";"TS TSM 2302 A 02";"Werkstoffkunde";"Samuel Vogel";"JTE";"Lagerstrasse 102";"910843"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"304";"TS TSM 2302 A 02";"Werkstoffkunde";"Samuel Vogel";"JTE";"Lagerstrasse 102";"910845"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910879"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910881"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910883"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910885"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910887"
"18.11.2023";"18.11.2023";"Sa";"13:10";"13:55";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910889"
"18.11.2023";"18.11.2023";"Sa";"14:00";"14:45";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910891"
"18.11.2023";"18.11.2023";"Sa";"15:00";"15:45";"407";"TS TSM 2302 A 02";"Präsentationstechnik";"Gabriela Baumgartner";"JTE";"Lagerstrasse 102";"910893"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"404b";"TS TSM 2302 A 02";"Systems Engineering Gruppe B";"Kivi Mert";"JTE";"Lagerstrasse 102";"910943"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"404b";"TS TSM 2302 A 02";"Systems Engineering Gruppe B";"Kivi Mert";"JTE";"Lagerstrasse 102";"910945"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"404b";"TS TSM 2302 A 02";"Systems Engineering Gruppe B";"Kivi Mert";"JTE";"Lagerstrasse 102";"910947"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"404b";"TS TSM 2302 A 02";"Systems Engineering Gruppe B";"Kivi Mert";"JTE";"Lagerstrasse 102";"910949"
"18.11.2023";"18.11.2023";"Sa";"11:30";"12:15";"404b";"TS TSM 2302 A 02";"Systems Engineering Gruppe B";"Kivi Mert";"JTE";"Lagerstrasse 102";"910951"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"404b";"TS TSM 2302 A 02";"Systems Engineering Gruppe B";"Kivi Mert";"JTE";"Lagerstrasse 102";"910953"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"405a";"TS TSI 2302 A 02";"Betriebssysteme 1";"Marco Frei";"JTE";"Lagerstrasse 102";"911023"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"405a";"TS TSI 2302 A 02";"Betriebssysteme 1";"Marco Frei";"JTE";"Lagerstrasse 102";"911025"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"405a";"TS TSI 2302 A 02";"Betriebssysteme 1";"Marco Frei";"JTE";"Lagerstrasse 102";"911027"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"405a";"TS TSI 2302 A 02";"Betriebssysteme 1";"Marco Frei";"JTE";"Lagerstrasse 102";"911029"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"ZL O1.01";"TS TSI 2302 A 02";"Security Engineering";"Daniel Schlegel";"JTE";"Lagerstrasse 45";"911247"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"ZL O1.01";"TS TSI 2302 A 02";"Security Engineering";"Daniel Schlegel";"JTE";"Lagerstrasse 45";"911249"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"ZL O1.01";"TS TSI 2302 A 02";"Security Engineering";"Daniel Schlegel";"JTE";"Lagerstrasse 45";"911251"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"ZL O1.01";"TS TSI 2302 A 02";"Security Engineering";"Daniel Schlegel";"JTE";"Lagerstrasse 45";"911253"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"402";"TS TSE 2302 A 02";"Elektrotechnik";"Peter Jost";"JTE";"Lagerstrasse 102";"911447"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"402";"TS TSE 2302 A 02";"Elektrotechnik";"Peter Jost";"JTE";"Lagerstrasse 102";"911449"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"402";"TS TSE 2302 A 02";"Elektrotechnik";"Peter Jost";"JTE";"Lagerstrasse 102";"911451"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"402";"TS TSE 2302 A 02";"Elektrotechnik";"Peter Jost";"JTE";"Lagerstrasse 102";"911453"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"205b";"TS TSE 2302 A 02";"Physik";"Aronne Foresti";"JTE";"Lagerstrasse 102";"911599"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"205b";"TS TSE 2302 A 02";"Physik";"Aronne Foresti";"JTE";"Lagerstrasse 102";"911601"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"205b";"TS TSE 2302 A 02";"Physik";"Aronne Foresti";"JTE";"Lagerstrasse 102";"911603"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"205b";"TS TSE 2302 A 02";"Physik";"Aronne Foresti";"JTE";"Lagerstrasse 102";"911605"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"952848"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"952850"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"952852"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"952854"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"979851"
"18.11.2023";"18.11.2023";"Sa";"13:10";"13:55";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"979852"
"18.11.2023";"18.11.2023";"Sa";"14:00";"14:45";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"979853"
"18.11.2023";"18.11.2023";"Sa";"15:00";"15:45";"ZL O4.01";"MK CDA 2311 PCT SA";"Rechtswesen";"Jonathan Schoppig";"JME";"Lagerstrasse 45";"979854"
"21.11.2023";"21.11.2023";"Di";"18:00";"20:00";"ZL O1.03";"Diverses JME 2023";"Dozentensitzungen JME 2023";"";"JME";"Lagerstrasse 45";"979326"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973615"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973616"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973617"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973618"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973619"
"18.11.2023";"18.11.2023";"Sa";"13:10";"13:55";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973620"
"18.11.2023";"18.11.2023";"Sa";"14:00";"14:45";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973621"
"18.11.2023";"18.11.2023";"Sa";"15:00";"15:45";"ZL O1.08";"MK ASS 2311 KOR Sa";"Med. Korrespondenz";"Andrea Sutter";"JME";"Lagerstrasse 45";"973622"
"17.11.2023";"17.11.2023";"Fr";"08:00";"08:45";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953776"
"17.11.2023";"17.11.2023";"Fr";"08:50";"09:35";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953778"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953780"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953782"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953784"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953786"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953788"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953790"
"24.11.2023";"24.11.2023";"Fr";"08:00";"08:45";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953792"
"24.11.2023";"24.11.2023";"Fr";"08:50";"09:35";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953794"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953796"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953798"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953800"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953802"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953804"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"ZL O1.08";"MK ASS 2311 KOR Fr";"Med. Korrespondenz";"Nadine Krienbühl";"JME";"Lagerstrasse 45";"953806"
"17.11.2023";"17.11.2023";"Fr";"14:00";"15:45";"ZL O4.01";"FH TBM 2308 FS2 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 45";"975071"
"24.11.2023";"24.11.2023";"Fr";"14:00";"15:45";"ZL O4.01";"FH TBM 2308 FS2 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 45";"975072"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"307a";"MP MPP 2308 A 01";"Medizinisches Englisch";"Susanne Tanner";"JME";"Lagerstrasse 102";"918341"
"22.11.2023";"22.11.2023";"Mi";"12:20";"13:05";"207a";"MP MPP 2308 A 01";"Medizinisches Englisch";"Susanne Tanner";"JME";"Lagerstrasse 102";"918381"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.14";"MP MPP 2308 A 01";"ÜK Therapeutik";"Florence Debrunner";"JME";"Lagerstrasse 45";"918459"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.14";"MP MPP 2308 A 01";"ÜK Therapeutik";"Florence Debrunner";"JME";"Lagerstrasse 45";"918461"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"307a";"MP MPP 2308 A 01";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"918499"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"ZL O4.15";"MP MPP 2308 A 01";"Labor";"Rosaria Diano";"JME";"Lagerstrasse 45";"918561"
"23.11.2023";"23.11.2023";"Do";"11:30";"12:15";"ZL O4.15";"MP MPP 2308 A 01";"Labor";"Rosaria Diano";"JME";"Lagerstrasse 45";"918563"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"307a";"MP MPP 2308 A 01";"Informatik";"Ueli Buchmann";"JME";"Lagerstrasse 102";"918617"
"21.11.2023";"21.11.2023";"Di";"11:30";"12:15";"ZL O4.03";"MP MPP 2308 A 01";"Chemie/Mathematik";"Gion Arco Brunner";"JME";"Lagerstrasse 45";"918679"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"ZL O4.03";"MP MPP 2308 A 01";"Chemie/Mathematik";"Gion Arco Brunner";"JME";"Lagerstrasse 45";"918681"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"ZL O4.03";"MP MPP 2308 A 01";"Anatomie/Physiologie";"Tanja Kiener";"JME";"Lagerstrasse 45";"918803"
"21.11.2023";"21.11.2023";"Di";"15:50";"16:35";"ZL O4.03";"MP MPP 2308 A 01";"Anatomie/Physiologie";"Tanja Kiener";"JME";"Lagerstrasse 45";"918805"
"22.11.2023";"22.11.2023";"Mi";"08:50";"09:35";"ZL O4.05";"MP MPP 2308 A 01";"Anatomie/Physiologie";"Tanja Kiener";"JME";"Lagerstrasse 45";"918807"
"22.11.2023";"22.11.2023";"Mi";"09:50";"10:35";"ZL O4.05";"MP MPP 2308 A 01";"Anatomie/Physiologie";"Tanja Kiener";"JME";"Lagerstrasse 45";"918809"
"17.11.2023";"17.11.2023";"Fr";"15:50";"16:35";"206";"MP MPP 2308 A 01";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Fidan Ak";"JME";"Lagerstrasse 102";"918895"
"24.11.2023";"24.11.2023";"Fr";"15:50";"16:35";"206";"MP MPP 2308 A 01";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Fidan Ak";"JME";"Lagerstrasse 102";"918897"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"201";"MP MPP 2308 A 01";"Pathologie";"Julia Kündig";"JME";"Lagerstrasse 102";"918935"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"201";"MP MPP 2308 A 01";"Pathologie";"Julia Kündig";"JME";"Lagerstrasse 102";"918937"
"17.11.2023";"17.11.2023";"Fr";"16:40";"17:25";"206";"MP MPP 2308 A 01";"Terminologie";"Tanja Kiener";"JME";"Lagerstrasse 102";"918975"
"24.11.2023";"24.11.2023";"Fr";"16:40";"17:25";"206";"MP MPP 2308 A 01";"Terminologie";"Tanja Kiener";"JME";"Lagerstrasse 102";"918977"
"22.11.2023";"22.11.2023";"Mi";"11:30";"12:15";"307b";"MP MPP 2308 A 01";"Hygiene";"Tania-Larissa Lutz";"JME";"Lagerstrasse 102";"919017"
"20.11.2023";"20.11.2023";"Mo";"15:50";"16:35";"307a";"MP MPP 2308 A 01";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"919119"
"20.11.2023";"20.11.2023";"Mo";"16:40";"17:25";"307a";"MP MPP 2308 A 01";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"919121"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"307a";"MP MPP 2308 A 01";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"919123"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"307a";"MP MPP 2308 A 01";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"919125"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.18";"MP MPP 2308 A 01";"ÜK Labordiagnostik";"Rosaria Diano";"JME";"Lagerstrasse 45";"919211"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.18";"MP MPP 2308 A 01";"ÜK Labordiagnostik";"Rosaria Diano";"JME";"Lagerstrasse 45";"919213"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"ZL O4.03";"MP MPP 2308 A 01";"Lernatelier";"Nicole Pfister";"JME";"Lagerstrasse 45";"919293"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"205a";"MP MPP 2308 A 01";"Turnen und Sport / Theorie";"Mariella Oswald";"JME";"Lagerstrasse 102";"919342"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"205b";"MP MPP 2308 A 01";"Turnen und Sport / Theorie";"Mariella Oswald";"JME";"Lagerstrasse 102";"919343"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"205a";"MP MPP 2308 A 01";"Turnen und Sport / Theorie";"Mariella Oswald";"JME";"Lagerstrasse 102";"919345"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"205b";"MP MPP 2308 A 01";"Turnen und Sport / Theorie";"Mariella Oswald";"JME";"Lagerstrasse 102";"919346"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"ZL O4.03";"MP MPP 2308 A 01";"Physikalische Grundlagen";"Tanja Kiener";"JME";"Lagerstrasse 45";"919394"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"GYM";"MP MPP 2308 A 01";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"919432"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"GYM";"MP MPP 2308 A 01";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"919434"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"ZL O4.01";"MP MPA 2108 K 05";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 45";"932618"
"21.11.2023";"21.11.2023";"Di";"11:30";"12:15";"ZL O4.01";"MP MPA 2108 K 05";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 45";"932620"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"ZL O4.01";"MP MPA 2108 K 05";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 45";"932622"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"204b";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958900"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"204a";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958899"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"204b";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958903"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"204a";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958902"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"205a";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958905"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"205b";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958906"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"205a";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958908"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"205b";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958909"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"204b";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958912"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"204a";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958911"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"204b";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958915"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"204a";"HS KVB 2208 A 03";"Rechnungswesen";"Fahim Abed";"JWI";"Lagerstrasse 102";"958914"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"204b";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"959081"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"204a";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"959080"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"204b";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"959084"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"204a";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"959083"
"22.11.2023";"22.11.2023";"Mi";"08:00";"08:45";"204b";"HS KVB 2208 A 03";"Betriebswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"959202"
"22.11.2023";"22.11.2023";"Mi";"08:00";"08:45";"204a";"HS KVB 2208 A 03";"Betriebswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"959201"
"22.11.2023";"22.11.2023";"Mi";"08:50";"09:35";"204b";"HS KVB 2208 A 03";"Betriebswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"959205"
"22.11.2023";"22.11.2023";"Mi";"08:50";"09:35";"204a";"HS KVB 2208 A 03";"Betriebswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"959204"
"17.11.2023";"17.11.2023";"Fr";"08:00";"08:45";"204b";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959423"
"17.11.2023";"17.11.2023";"Fr";"08:00";"08:45";"204a";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959422"
"17.11.2023";"17.11.2023";"Fr";"08:50";"09:35";"204b";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959426"
"17.11.2023";"17.11.2023";"Fr";"08:50";"09:35";"204a";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959425"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"401";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959428"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"401";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959430"
"22.11.2023";"22.11.2023";"Mi";"14:00";"14:45";"ZL O1.06";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 45";"973215"
"22.11.2023";"22.11.2023";"Mi";"15:00";"15:45";"ZL O1.06";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 45";"973216"
"24.11.2023";"24.11.2023";"Fr";"08:00";"08:45";"204b";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959439"
"24.11.2023";"24.11.2023";"Fr";"08:00";"08:45";"204a";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959438"
"24.11.2023";"24.11.2023";"Fr";"08:50";"09:35";"204b";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959442"
"24.11.2023";"24.11.2023";"Fr";"08:50";"09:35";"204a";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959441"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"401";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959444"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"401";"HS KVB 2208 A 03";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"959446"
