"Datum Beginn";"Datum Ende";"Wochentag";"Beginn";"Ende";"Raum";"Ereignis";"Fach";"Dozent";"Bereich";"Standort";"ID"
"20.11.2023";"20.11.2023";"Mo";"16:40";"17:25";"GYM";"TP TPA 2108 E 05";"Turnen und Sport";"Sin Schläpfer";"JME";"Lagerstrasse 102";"934668"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"ZL O4.01";"TP TPA 2108 E 05";"Ausführen von Laborarbeiten";"Katrin Schuster";"JME";"Lagerstrasse 45";"934722"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"ZL O4.01";"TP TPA 2108 E 05";"Ausführen von Laborarbeiten";"Katrin Schuster";"JME";"Lagerstrasse 45";"934724"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"ZL O1.01";"MP MPA 2108 F 05";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"931598"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"ZL O1.01";"MP MPA 2108 F 05";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"931600"
"21.11.2023";"21.11.2023";"Di";"11:30";"12:15";"ZL O1.01";"MP MPA 2108 F 05";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"931602"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"207b";"MP MPA 2208 E 03";"Labor";"Dagmar Kaleta";"JME";"Lagerstrasse 102";"937960"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"207b";"MP MPA 2208 E 03";"Labor";"Dagmar Kaleta";"JME";"Lagerstrasse 102";"937962"
"17.11.2023";"17.11.2023";"Fr";"08:00";"08:45";"207b";"MP MPA 2208 E 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"938020"
"17.11.2023";"17.11.2023";"Fr";"08:50";"09:35";"207b";"MP MPA 2208 E 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"938022"
"24.11.2023";"24.11.2023";"Fr";"08:00";"08:45";"207b";"MP MPA 2208 E 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"938024"
"24.11.2023";"24.11.2023";"Fr";"08:50";"09:35";"207b";"MP MPA 2208 E 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"938026"
"17.11.2023";"17.11.2023";"Fr";"11:30";"12:15";"207b";"MP MPA 2208 E 03";"Pharmakologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"938080"
"24.11.2023";"24.11.2023";"Fr";"11:30";"12:15";"207b";"MP MPA 2208 E 03";"Pharmakologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"938082"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"207b";"MP MPA 2208 E 03";"Bildgebende Diagnostik";"Cordelia Sägesser-Kempf";"JME";"Lagerstrasse 102";"938122"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"207b";"MP MPA 2208 E 03";"Allgemeinbildung";"Markus Gehrig";"JME";"Lagerstrasse 102";"938200"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"207b";"MP MPA 2208 E 03";"Allgemeinbildung";"Markus Gehrig";"JME";"Lagerstrasse 102";"938202"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"207b";"MP MPA 2208 E 03";"Allgemeinbildung";"Markus Gehrig";"JME";"Lagerstrasse 102";"938204"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"207b";"MP MPA 2208 E 03";"Allgemeinbildung";"Markus Gehrig";"JME";"Lagerstrasse 102";"938206"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"207b";"MP MPA 2208 E 03";"Allgemeinbildung";"Markus Gehrig";"JME";"Lagerstrasse 102";"938208"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"207b";"MP MPA 2208 E 03";"Allgemeinbildung";"Markus Gehrig";"JME";"Lagerstrasse 102";"938210"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"207b";"MP MPA 2208 E 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Nicole Obrecht";"JME";"Lagerstrasse 102";"938320"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"207b";"MP MPA 2208 E 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Nicole Obrecht";"JME";"Lagerstrasse 102";"938322"
"21.11.2023";"21.11.2023";"Di";"15:50";"16:35";"301";"MP MPA 2208 E 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"938362"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"406";"MP MPA 2208 E 03";"Sozialversicherungen & TARMED";"Gülhan Bommer";"JME";"Lagerstrasse 102";"938400"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"406";"MP MPA 2208 E 03";"Sozialversicherungen & TARMED";"Gülhan Bommer";"JME";"Lagerstrasse 102";"938402"
"24.11.2023";"24.11.2023";"Fr";"15:50";"16:35";"GYM";"MP MPA 2208 E 03";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"938440"
"24.11.2023";"24.11.2023";"Fr";"16:40";"17:25";"GYM";"MP MPA 2208 E 03";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"938442"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"301";"MP MPA 2208 G 03";"Labor";"Linda Handschuh";"JME";"Lagerstrasse 102";"939023"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"206";"MP MPA 2208 G 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"939081"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"206";"MP MPA 2208 G 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"939083"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"206";"MP MPA 2208 G 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"939085"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"206";"MP MPA 2208 G 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"939087"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"301";"MP MPA 2208 G 03";"Pharmakologie";"Alexander Sach";"JME";"Lagerstrasse 102";"939143"
"21.11.2023";"21.11.2023";"Di";"11:30";"12:15";"301";"MP MPA 2208 G 03";"Bildgebende Diagnostik";"Cristina Alessandra Leder";"JME";"Lagerstrasse 102";"939183"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"301";"MP MPA 2208 G 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"939267"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"301";"MP MPA 2208 G 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"939269"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"301";"MP MPA 2208 G 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"939271"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"303";"MP MPA 2208 G 03";"Medizinische Korrespondenz";"Fidan Ak";"JME";"Lagerstrasse 102";"939341"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"303";"MP MPA 2208 G 03";"Medizinische Korrespondenz";"Fidan Ak";"JME";"Lagerstrasse 102";"939343"
"17.11.2023";"17.11.2023";"Fr";"11:30";"12:15";"206";"MP MPA 2208 G 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Nicole Obrecht";"JME";"Lagerstrasse 102";"939381"
"24.11.2023";"24.11.2023";"Fr";"11:30";"12:15";"206";"MP MPA 2208 G 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Nicole Obrecht";"JME";"Lagerstrasse 102";"939383"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"301";"MP MPA 2208 G 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"939423"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"303";"MP MPA 2208 G 03";"Sozialversicherungen & TARMED";"Fidan Ak";"JME";"Lagerstrasse 102";"939461"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"303";"MP MPA 2208 G 03";"Sozialversicherungen & TARMED";"Fidan Ak";"JME";"Lagerstrasse 102";"939463"
"17.11.2023";"17.11.2023";"Fr";"15:50";"16:35";"GYM";"MP MPA 2208 G 03";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"939501"
"17.11.2023";"17.11.2023";"Fr";"16:40";"17:25";"GYM";"MP MPA 2208 G 03";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"939503"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"301";"MP MPA 2208 H 03";"Labor";"Linda Handschuh";"JME";"Lagerstrasse 102";"939543"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"207a";"MP MPA 2208 H 03";"Pathologie";"Daniela Amstutz";"JME";"Lagerstrasse 102";"939601"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"207a";"MP MPA 2208 H 03";"Pathologie";"Daniela Amstutz";"JME";"Lagerstrasse 102";"939603"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"207a";"MP MPA 2208 H 03";"Pharmakologie";"Alexander Sach";"JME";"Lagerstrasse 102";"939657"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"207a";"MP MPA 2208 H 03";"Bildgebende Diagnostik";"Cristina Alessandra Leder";"JME";"Lagerstrasse 102";"939695"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"207a";"MP MPA 2208 H 03";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 102";"939753"
"20.11.2023";"20.11.2023";"Mo";"15:50";"16:35";"207a";"MP MPA 2208 H 03";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 102";"939755"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"301";"MP MPA 2208 H 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Sandra Huber";"JME";"Lagerstrasse 102";"939887"
"20.11.2023";"20.11.2023";"Mo";"11:30";"12:15";"207a";"MP MPA 2208 H 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"939925"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"303";"MP MPA 2208 H 03";"Sozialversicherungen & TARMED";"Gülhan Bommer";"JME";"Lagerstrasse 102";"939963"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"303";"MP MPA 2208 H 03";"Sozialversicherungen & TARMED";"Gülhan Bommer";"JME";"Lagerstrasse 102";"939965"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"GYM";"MP MPA 2208 H 03";"Turnen und Sport / GYM";"Sin Schläpfer";"JME";"Lagerstrasse 102";"940003"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"GYM";"MP MPA 2208 H 03";"Turnen und Sport / GYM";"Sin Schläpfer";"JME";"Lagerstrasse 102";"940005"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"207b";"MP MPA 2208 I 03";"Labor";"Dagmar Kaleta";"JME";"Lagerstrasse 102";"940045"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"207b";"MP MPA 2208 I 03";"Pathologie";"Daniela Amstutz";"JME";"Lagerstrasse 102";"940103"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"207b";"MP MPA 2208 I 03";"Pathologie";"Daniela Amstutz";"JME";"Lagerstrasse 102";"940105"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"207b";"MP MPA 2208 I 03";"Pharmakologie";"Julia Kündig";"JME";"Lagerstrasse 102";"940159"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"207b";"MP MPA 2208 I 03";"Bildgebende Diagnostik";"Cristina Alessandra Leder";"JME";"Lagerstrasse 102";"940197"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"207b";"MP MPA 2208 I 03";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 102";"940255"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"207b";"MP MPA 2208 I 03";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 102";"940257"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"207b";"MP MPA 2208 I 03";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 102";"940311"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"207b";"MP MPA 2208 I 03";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 102";"940313"
"23.11.2023";"23.11.2023";"Do";"11:30";"12:15";"207b";"MP MPA 2208 I 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Sandra Huber";"JME";"Lagerstrasse 102";"940393"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"207b";"MP MPA 2208 I 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"940433"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"303";"MP MPA 2208 I 03";"Sozialversicherungen & TARMED";"Gülhan Bommer";"JME";"Lagerstrasse 102";"940471"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"303";"MP MPA 2208 I 03";"Sozialversicherungen & TARMED";"Gülhan Bommer";"JME";"Lagerstrasse 102";"940473"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"206";"MP MPA 2208 K 03";"Labor";"Dagmar Kaleta";"JME";"Lagerstrasse 102";"940549"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"206";"MP MPA 2208 K 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"940607"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"206";"MP MPA 2208 K 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"940609"
"20.11.2023";"20.11.2023";"Mo";"11:30";"12:15";"206";"MP MPA 2208 K 03";"Pharmakologie";"Julia Kündig";"JME";"Lagerstrasse 102";"940663"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"206";"MP MPA 2208 K 03";"Bildgebende Diagnostik";"Cristina Alessandra Leder";"JME";"Lagerstrasse 102";"940701"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"206";"MP MPA 2208 K 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Marianne Sigrist";"JME";"Lagerstrasse 102";"940779"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"206";"MP MPA 2208 K 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"940819"
"23.11.2023";"23.11.2023";"Do";"11:30";"12:15";"406";"MP MPA 2208 K 03";"Sozialversicherungen & TARMED";"Marianne Sigrist";"JME";"Lagerstrasse 102";"940857"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"406";"MP MPA 2208 K 03";"Sozialversicherungen & TARMED";"Marianne Sigrist";"JME";"Lagerstrasse 102";"940859"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"GYM";"MP MPA 2208 K 03";"Turnen und Sport / GYM";"Sin Schläpfer";"JME";"Lagerstrasse 102";"940897"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"GYM";"MP MPA 2208 K 03";"Turnen und Sport / GYM";"Sin Schläpfer";"JME";"Lagerstrasse 102";"940899"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"206";"MP MPA 2208 M 03";"Labor";"Dagmar Kaleta";"JME";"Lagerstrasse 102";"941051"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"206";"MP MPA 2208 M 03";"Labor";"Dagmar Kaleta";"JME";"Lagerstrasse 102";"941053"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"206";"MP MPA 2208 M 03";"Pathologie";"Julia Kündig";"JME";"Lagerstrasse 102";"941111"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"206";"MP MPA 2208 M 03";"Pathologie";"Julia Kündig";"JME";"Lagerstrasse 102";"941113"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"206";"MP MPA 2208 M 03";"Pathologie";"Julia Kündig";"JME";"Lagerstrasse 102";"941115"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"206";"MP MPA 2208 M 03";"Pathologie";"Julia Kündig";"JME";"Lagerstrasse 102";"941117"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"207a";"MP MPA 2208 M 03";"Pharmakologie";"Alexander Sach";"JME";"Lagerstrasse 102";"941173"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"207a";"MP MPA 2208 M 03";"Bildgebende Diagnostik";"Nicole Pfister";"JME";"Lagerstrasse 102";"941213"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"207a";"MP MPA 2208 M 03";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"941291"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"207a";"MP MPA 2208 M 03";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"941293"
"17.11.2023";"17.11.2023";"Fr";"11:30";"12:15";"207a";"MP MPA 2208 M 03";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"941295"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"207a";"MP MPA 2208 M 03";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"941297"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"207a";"MP MPA 2208 M 03";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"941299"
"24.11.2023";"24.11.2023";"Fr";"11:30";"12:15";"207a";"MP MPA 2208 M 03";"Allgemeinbildung";"Ueli Buchmann";"JME";"Lagerstrasse 102";"941301"
"24.11.2023";"24.11.2023";"Fr";"08:00";"08:45";"207a";"MP MPA 2208 M 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Nicole Obrecht";"JME";"Lagerstrasse 102";"941411"
"24.11.2023";"24.11.2023";"Fr";"08:50";"09:35";"207a";"MP MPA 2208 M 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Nicole Obrecht";"JME";"Lagerstrasse 102";"941413"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"207a";"MP MPA 2208 M 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"941453"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"303";"MP MPA 2208 M 03";"Sozialversicherungen & TARMED";"Stephanie Gschwind";"JME";"Lagerstrasse 102";"941491"
"21.11.2023";"21.11.2023";"Di";"11:30";"12:15";"303";"MP MPA 2208 M 03";"Sozialversicherungen & TARMED";"Stephanie Gschwind";"JME";"Lagerstrasse 102";"941493"
"17.11.2023";"17.11.2023";"Fr";"08:00";"08:45";"GYM";"MP MPA 2208 M 03";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"941531"
"17.11.2023";"17.11.2023";"Fr";"08:50";"09:35";"GYM";"MP MPA 2208 M 03";"Turnen und Sport / GYM";"Mariella Oswald";"JME";"Lagerstrasse 102";"941533"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"201";"MP MPA 2208 L 03";"Labor";"Linda Handschuh";"JME";"Lagerstrasse 102";"941573"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"201";"MP MPA 2208 L 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"941635"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"201";"MP MPA 2208 L 03";"Pathologie";"Akbar Taraz";"JME";"Lagerstrasse 102";"941637"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"201";"MP MPA 2208 L 03";"Pharmakologie";"Julia Kündig";"JME";"Lagerstrasse 102";"941693"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"301";"MP MPA 2208 L 03";"Bildgebende Diagnostik";"Cristina Alessandra Leder";"JME";"Lagerstrasse 102";"941731"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"307b";"MP MPA 2208 L 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"941789"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"307b";"MP MPA 2208 L 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"941791"
"20.11.2023";"20.11.2023";"Mo";"15:50";"16:35";"307b";"MP MPA 2208 L 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"941845"
"20.11.2023";"20.11.2023";"Mo";"16:40";"17:25";"307b";"MP MPA 2208 L 03";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 102";"941847"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"201";"MP MPA 2208 L 03";"Praxisorganisation & Qualität & Materialbewirtschaftung";"Marianne Sigrist";"JME";"Lagerstrasse 102";"941927"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"301";"MP MPA 2208 L 03";"Umgang mit Patienten & Beratung";"Gülhan Bommer";"JME";"Lagerstrasse 102";"941965"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"303";"MP MPA 2208 L 03";"Sozialversicherungen & TARMED";"Marianne Sigrist";"JME";"Lagerstrasse 102";"941999"
"20.11.2023";"20.11.2023";"Mo";"11:30";"12:15";"303";"MP MPA 2208 L 03";"Sozialversicherungen & TARMED";"Marianne Sigrist";"JME";"Lagerstrasse 102";"942001"
"22.11.2023";"22.11.2023";"Mi";"17:30";"18:15";"Online";"MK MPK 2311 PF OL";"Personalführung";"Sandra Limacher";"JME";"";"957800"
"22.11.2023";"22.11.2023";"Mi";"18:20";"19:05";"Online";"MK MPK 2311 PF OL";"Personalführung";"Sandra Limacher";"JME";"";"957802"
"22.11.2023";"22.11.2023";"Mi";"19:10";"19:55";"Online";"MK MPK 2311 PF OL";"Personalführung";"Sandra Limacher";"JME";"";"957804"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"401";"TS TSM 2209 A 03";"Technische Mechanik Festigkeit";"Rolf Herzog";"JTE";"Lagerstrasse 102";"915987"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"401";"TS TSM 2209 A 03";"Technische Mechanik Festigkeit";"Rolf Herzog";"JTE";"Lagerstrasse 102";"915989"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"401";"TS TSM 2209 A 03";"Technische Mechanik Festigkeit";"Rolf Herzog";"JTE";"Lagerstrasse 102";"915991"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"401";"TS TSM 2209 A 03";"Technische Mechanik Festigkeit";"Rolf Herzog";"JTE";"Lagerstrasse 102";"915993"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"405a";"TS TSM 2209 A 03";"Technische Mechanik Statik";"Rolf Herzog";"JTE";"Lagerstrasse 102";"916123"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"405a";"TS TSM 2209 A 03";"Technische Mechanik Statik";"Rolf Herzog";"JTE";"Lagerstrasse 102";"916125"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"405a";"TS TSM 2209 A 03";"Technische Mechanik Statik";"Rolf Herzog";"JTE";"Lagerstrasse 102";"916127"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"405a";"TS TSM 2209 A 03";"Technische Mechanik Statik";"Rolf Herzog";"JTE";"Lagerstrasse 102";"916129"
"23.11.2023";"23.11.2023";"Do";"18:20";"19:05";"408";"TS TSM 2209 A 03";"Projektmanagement";"Stefanie Schulz";"JTE";"Lagerstrasse 102";"916379"
"23.11.2023";"23.11.2023";"Do";"19:10";"19:55";"408";"TS TSM 2209 A 03";"Projektmanagement";"Stefanie Schulz";"JTE";"Lagerstrasse 102";"916381"
"23.11.2023";"23.11.2023";"Do";"20:05";"20:50";"408";"TS TSM 2209 A 03";"Projektmanagement";"Stefanie Schulz";"JTE";"Lagerstrasse 102";"916383"
"23.11.2023";"23.11.2023";"Do";"20:55";"21:40";"408";"TS TSM 2209 A 03";"Projektmanagement";"Stefanie Schulz";"JTE";"Lagerstrasse 102";"916385"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"405b";"TS TSE 2209 A 03";"C Grundlagen";"Mattia Ninivaggi";"JTE";"Lagerstrasse 102";"916451"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"405b";"TS TSE 2209 A 03";"C Grundlagen";"Mattia Ninivaggi";"JTE";"Lagerstrasse 102";"916453"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"405b";"TS TSE 2209 A 03";"C Grundlagen";"Mattia Ninivaggi";"JTE";"Lagerstrasse 102";"916455"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"405b";"TS TSE 2209 A 03";"C Grundlagen";"Mattia Ninivaggi";"JTE";"Lagerstrasse 102";"916457"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"402";"TS TSE 2209 A 03";"Elektronik";"Roger Husistein";"JTE";"Lagerstrasse 102";"916523"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"402";"TS TSE 2209 A 03";"Elektronik";"Roger Husistein";"JTE";"Lagerstrasse 102";"916525"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"402";"TS TSE 2209 A 03";"Elektronik";"Roger Husistein";"JTE";"Lagerstrasse 102";"916527"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"402";"TS TSE 2209 A 03";"Elektronik";"Roger Husistein";"JTE";"Lagerstrasse 102";"916529"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"404a";"TS TSE 2209 A 03";"Logik";"Hans Gmür";"JTE";"Lagerstrasse 102";"916719"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"404a";"TS TSE 2209 A 03";"Logik";"Hans Gmür";"JTE";"Lagerstrasse 102";"916721"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"404a";"TS TSE 2209 A 03";"Logik";"Hans Gmür";"JTE";"Lagerstrasse 102";"916723"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"404a";"TS TSE 2209 A 03";"Logik";"Hans Gmür";"JTE";"Lagerstrasse 102";"916725"
"18.11.2023";"18.11.2023";"Sa";"11:30";"12:15";"404a";"TS TSE 2209 A 03";"Logik";"Hans Gmür";"JTE";"Lagerstrasse 102";"916727"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"404a";"TS TSE 2209 A 03";"Logik";"Hans Gmür";"JTE";"Lagerstrasse 102";"916729"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"403";"TS TSE 2209 A 03";"SPS Grundlagen";"Dayton Heckendorn";"JTE";"Lagerstrasse 102";"916851"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"403";"TS TSE 2209 A 03";"SPS Grundlagen";"Dayton Heckendorn";"JTE";"Lagerstrasse 102";"916853"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"403";"TS TSE 2209 A 03";"SPS Grundlagen";"Dayton Heckendorn";"JTE";"Lagerstrasse 102";"916855"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"403";"TS TSE 2209 A 03";"SPS Grundlagen";"Dayton Heckendorn";"JTE";"Lagerstrasse 102";"916857"
